reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason,date
reaction_1291,Article_569,Jon Ossoff,politicians,Non-Asian,Cannot be inferred,,2021-03-21
reaction_1292,Article_569,Raphael Warnock,politicians,Non-Asian,Cannot be inferred,,2021-03-21
reaction_1293,Article_569,Crystal Liang,professionals,Asian,Support Asian Americans,"""I don't know what I would do if something like that happens to me, but that's why I decided to come out here today as an Asian woman and voice my anger,"" said Liang, an instructor at a San Francisco day-care center and a recent immigrant from Guangdong, China.",2021-03-21
reaction_1294,Article_569,Sasanna Yee,professionals,Asian,Support Asian Americans,"""I come out and I show up time and again to be with our community because it's healing, because I know I cannot carry this pain by myself.""",2021-03-21
reaction_1295,Article_569,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,,2021-03-21
reaction_1296,Article_569,Vicha Ratanapakdee,victims,Asian,Support Asian Americans,"The teenager said later that she felt a 'surge of energy' to speak out about anti-Asian racism after speaking with the daughter of San Francisco resident Vicha Ratanapakdee, an 84-year-old Thai American who died after an assailant violently shoved him to the ground in January.",2021-03-21
reaction_1297,Article_569,Yik Oi Huang,victims,Asian,Cannot be inferred,,2021-03-21
reaction_1298,Article_569,Ashlyn So,other_individuals,Asian,Cannot be inferred,,2021-03-21
reaction_1299,Article_569,Betty Hang,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-21
reaction_1300,Article_569,Asians Belong,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-21
reaction_1301,Article_570,Jeongyeon Lee,victims,Asian,Support Asian Americans,"'Right now, we have to speak up,' Lee said. 'I really think we have to get involved and elevate our voice and make this issue a big priority.'",2021-03-21
reaction_1302,Article_570,Filipino Chinese man,victims,Asian,Cannot be inferred,,2021-03-21
reaction_1303,Article_570,91-year-old man,victims,Asian,Cannot be inferred,,2021-03-21
reaction_1304,Article_570,Steve Kang,professionals,Asian,Support Asian Americans,"Steve Kang, the director of external affairs for the Koreatown Youth and Community Center, said that since the shootings, he's gone on Korean-language radio stations to encourage people to report hate incidents and to voice support for AB 557, a bill introduced in February whose sponsor hopes will create a statewide hotline for victims and witnesses to report hate crimes to the California Department of Justice.",2021-03-21
reaction_1305,Article_570,Connie Chung Joe,professionals,Asian,Cannot be inferred,,2021-03-21
reaction_1306,Article_570,Brian Levin,professionals,Non-Asian,Advocacy/take actions for changes,"Brian Levin, director of the Center for the Study of Hate and Extremism at Cal State San Bernardino, said people should take advantage of the momentum by demanding that state legislators support an expansion of the groups covered under hate crime laws in certain states that offer less protection.",2021-03-21
reaction_1307,Article_570,Manjusha Kulkarni,professionals,Asian,Advocacy/take actions for changes,"She's also pushing for stronger civil rights laws and federal, local and state partnerships to track hate incidents that aren't crimes.",2021-03-21
reaction_1308,Article_570,Los Angeles Police Department,law_enforcement_agencies,Not applicable,Government takes actions to stop AAPI hate,"It has also increased patrols in areas of the city with heavy concentrations of Asian and Pacific Islander businesses, such as Koreatown and Chinatown.",2021-03-21
reaction_1309,Article_570,California Department of Justice,government_bodies,Not applicable,Government takes actions to stop AAPI hate,"to voice support for AB 557, a bill introduced in February whose sponsor hopes will create a statewide hotline for victims and witnesses to report hate crimes to the California Department of Justice.",2021-03-21
reaction_1310,Article_570,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-21
reaction_1311,Article_570,Asian Americans Advancing Justice-Los Angeles,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,Asian Americans Advancing Justice-Los Angeles is running social media campaigns to encourage people to report hate incidents to the organization and to offer bystander intervention training.,2021-03-21
reaction_1312,Article_570,Koreatown Youth and Community Center,community_groups,Not applicable,Cannot be inferred,,2021-03-21
reaction_1313,Article_571,Sumalee Montano,celebrities,Asian,Cannot be inferred,,2021-03-28
reaction_1314,Article_571,Unknown White Woman,perpetrators,Non-Asian,Cannot be inferred,,2021-03-28
reaction_1315,Article_571,Unknown White Boys,perpetrators,Non-Asian,Cannot be inferred,,2021-03-28
reaction_1316,Article_571,Unknown White Men,perpetrators,Non-Asian,Cannot be inferred,,2021-03-28
reaction_1317,Article_571,Renee Lau's Grandmother,victims,Asian,Videotaping/confronting harasser/attacker,"Instead, Lau snapped a photo of the woman and reported her to the apartment's management.",2021-03-28
reaction_1318,Article_571,Christopher Kim,victims,Asian,Support Asian Americans,"'I'm at the point in my life where I'm kind of like, 'This has gone far enough.' I can't stay silent anymore, in the background,' he said. 'I have to speak up and really say something about this and really raise awareness that this is a serious issue and it does cost people their lives.'",2021-03-28
reaction_1319,Article_571,Renee Lau,victims,Asian,Videotaping/confronting harasser/attacker,"'Instead, Lau snapped a photo of the woman and reported her to the apartment's management.'",2021-03-28
reaction_1320,Article_571,Christopher Kim's Parents,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-28
reaction_1321,Article_571,Montano's Son,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-28
reaction_1322,Article_572,Stella Hwang,victims,Asian,Videotaping/confronting harasser/attacker,"Hwang caught the tail end of the encounter on video, which she posted on Twitter.",2021-03-14
reaction_1323,Article_572,Uber Driver,victims,Asian,Cannot be inferred,Exact sentence(s) from relevant_sentences,2021-03-14
reaction_1324,Article_572,Nepali Immigrant,victims,Asian,Cannot be inferred,,2021-03-14
reaction_1325,Article_572,Los Angeles Airport Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-03-14
reaction_1326,Article_572,Stand for Asians Solidarity,ngo_or_advocacy_groups,Not applicable,Advocacy/take actions for changes,"The event, organized by an ad hoc committee called Stand for Asians Solidarity and featuring speeches by politicians and advocates, was intended to raise awareness and inspire action, said organizer Jerry Raburn.",2021-03-14
reaction_1327,Article_572,Jerry Raburn,politicians,Cannot be inferred,Support Asian Americans,"""I want to end the racism and stop the scapegoating of our community.""",2021-03-14
reaction_1328,Article_572,Unknown Attacker,perpetrators,Non-Asian,Cannot be inferred,,2021-03-14
reaction_1329,Article_572,Asian Uber Driver,victims,Asian,Cannot be inferred,,2021-03-14
reaction_1330,Article_572,Asian American Man,victims,Asian,Government takes actions to stop AAPI hate,A woman accused of spitting on an Asian American man and yelling an ethnic slur as he dined outdoors in Silicon Valley was charged last week with a misdemeanor hate crime and battery.,2021-03-14
reaction_1331,Article_572,Asian Family,victims,Asian,Support Asian Americans,"And in Orange County, neighbors in a Ladera Ranch subdivision have been taking turns watching over an Asian family's home after repeated harassment.",2021-03-14
reaction_1332,Article_573,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,,2021-03-20
reaction_1333,Article_573,Soon Chung Park,victims,Asian,Cannot be inferred,,2021-03-20
reaction_1334,Article_573,Yong Ae Yue,victims,Asian,Cannot be inferred,,2021-03-20
reaction_1335,Article_573,Hyun Jung Grant,victims,Asian,Cannot be inferred,,2021-03-20
reaction_1336,Article_573,Suncha Kim,victims,Asian,Cannot be inferred,,2021-03-20
reaction_1337,Article_573,Delaina Ashley Yaun,victims,Non-Asian,Cannot be inferred,,2021-03-20
reaction_1338,Article_573,Paul Andre Michels,victims,Non-Asian,Cannot be inferred,,2021-03-20
reaction_1339,Article_573,Xiaojie 'Emily' Tan,victims,Asian,Cannot be inferred,,2021-03-20
reaction_1340,Article_573,Daoyou Feng,victims,Asian,Cannot be inferred,,2021-03-20
reaction_1341,Article_573,Elcias R. Hernandez-Ortiz,victims,Non-Asian,Cannot be inferred,,2021-03-20
reaction_1342,Article_573,Cristy Lynn McGouirk,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-20
reaction_1343,Article_573,Kikiana Whidby,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-20
reaction_1344,Article_573,John Beck,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-20
reaction_1345,Article_573,Dustin Norman,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-20
reaction_1346,Article_573,Randy Park,other_individuals,Asian,Cannot be inferred,,2021-03-20
reaction_1347,Article_573,Flora Gonzalez Gomez,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-20
reaction_1348,Article_573,Mario Gonzalez,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-20
reaction_1349,Article_573,Shannon Pugh,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-20
reaction_1350,Article_574,Unknown Attacker,perpetrators,Non-Asian,Cannot be inferred,,2021-04-18
reaction_1351,Article_574,Asian Woman,victims,Asian,Cannot be inferred,,2021-04-18
reaction_1352,Article_574,Asian Jogger,victims,Asian,Cannot be inferred,,2021-04-18
reaction_1353,Article_574,Los Angeles Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-04-18
reaction_1354,Article_574,L.A. County district attorney's office,government_bodies,Not applicable,Cannot be inferred,,2021-04-18
reaction_1355,Article_574,city attorney's office,government_bodies,Not applicable,Cannot be inferred,,2021-04-18
reaction_1356,Article_575,Letitia Clark,politicians,Non-Asian,Support Asian Americans,"'As a community, we cannot be silent about these crimes.'",2021-04-16
reaction_1357,Article_575,Karen Umemoto,professionals,Asian,Cannot be inferred,,2021-04-16
reaction_1358,Article_575,Ricky Amos,perpetrators,Non-Asian,Government takes actions to stop AAPI hate,Amos was arrested Tuesday on suspicion of battery and vandalism with a hate crime enhancement.,2021-04-16
reaction_1359,Article_575,Jauhar Tajuddin Shuaib,perpetrators,Asian,Cannot be inferred,,2021-04-16
reaction_1360,Article_575,Yasmine Beasley,perpetrators,Non-Asian,Cannot be inferred,,2021-04-16
reaction_1361,Article_575,Michael Sangbong Rhee,perpetrators,Asian,Government takes actions to stop AAPI hate,"Hate crime charges were later added to the complaint, said Sgt. Karie Davies of the Irvine Police Department.",2021-04-16
reaction_1362,Article_575,Asian American Woman,victims,Asian,Cannot be inferred,,2021-04-16
reaction_1363,Article_575,Elderly Latina Woman,victims,Non-Asian,Cannot be inferred,,2021-04-16
reaction_1364,Article_575,Korean American Woman,victims,Asian,Cannot be inferred,,2021-04-16
reaction_1365,Article_575,70-year-old Mexican American Woman,victims,Non-Asian,Cannot be inferred,,2021-04-16
reaction_1366,Article_575,Asian Woman,victims,Asian,Cannot be inferred,,2021-04-16
reaction_1367,Article_575,El Cerrito Police Lt. Lauren Caputo,other_individuals,Cannot be inferred,Cannot be inferred,,2021-04-16
reaction_1368,Article_575,Lt. Stephanie Nichols,other_individuals,Cannot be inferred,Cannot be inferred,,2021-04-16
reaction_1369,Article_575,Officer William Cooper,other_individuals,Cannot be inferred,Cannot be inferred,,2021-04-16
reaction_1370,Article_575,Experts,other_individuals,Cannot be inferred,Cannot be inferred,,2021-04-16
reaction_1371,Article_575,Witnesses,other_individuals,Cannot be inferred,Cannot be inferred,,2021-04-16
reaction_1372,Article_575,Parkgoers,other_individuals,Cannot be inferred,Cannot be inferred,,2021-04-16
reaction_1373,Article_575,Community,other_individuals,Cannot be inferred,Support Asian Americans,"'As a community, we cannot be silent about these crimes.'",2021-04-16
reaction_1374,Article_575,El Cerrito Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-04-16
reaction_1375,Article_575,Tustin Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-04-16
reaction_1376,Article_575,Los Angeles Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-04-16
reaction_1377,Article_575,Irvine Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-04-16
reaction_1378,Article_575,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-04-16
reaction_1379,Article_575,Asian Pacific Policy and Planning Council,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-04-16
reaction_1380,Article_576,Unknown Attacker,perpetrators,Non-Asian,Cannot be inferred,,2021-05-09
reaction_1381,Article_576,Jenna Dupuy,victims,Asian,Support Asian Americans,"""But I am an Asian woman, and I will not be quiet, and I will not be submissive, and I will not be subservient,"" Dupuy told the cheering crowd, a black boot visible on their right ankle.",2021-05-09
reaction_1382,Article_576,Elderly Woman,victims,Asian,Cannot be inferred,,2021-05-09
reaction_1383,Article_576,Hilary Wong,other_individuals,Asian,Support Asian Americans,"""This time I said something. I told him I was born here, in San Gabriel, California.""",2021-05-09
reaction_1384,Article_576,Millie Liao,other_individuals,Asian,Support Asian Americans,"""We are standing up for our elders because we don't want that to happen in the future,"" said Millie Liao, 16, a lead organizer for the event in Grand Park.",2021-05-09
reaction_1385,Article_576,Alina Wong,other_individuals,Asian,Cannot be inferred,,2021-05-09
reaction_1386,Article_576,Zig Jiang,other_individuals,Asian,Support Asian Americans,"""Kids 14 and 17? To come here and stand up, to fight against Asian hate?"" he told the crowd, calling for a round of applause.",2021-05-09
reaction_1387,Article_576,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-05-09
reaction_1388,Article_576,ACLU SoCal's Youth Liberty Squad,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-05-09
reaction_1389,Article_576,ACLU of Southern California,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-05-09
reaction_1390,Article_576,Make Noise Today,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-05-09
reaction_1391,Article_576,USC Pacific Asia Museum,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-05-09
reaction_1392,Article_577,Denny Kim,victims,Asian,Cannot be inferred,,2021-05-05
reaction_1393,Article_577,Brian Levin,professionals,Non-Asian,Cannot be inferred,,2021-05-05
reaction_1394,Article_577,Dorinne Kondo,professionals,Asian,Cannot be inferred,,2021-05-05
reaction_1395,Article_577,Asian American woman,victims,Asian,Cannot be inferred,,2021-05-05
reaction_1396,Article_577,Orange County Board of Supervisors,government_bodies,Not applicable,Government takes actions to stop AAPI hate,The Orange County Board of Supervisors in March unanimously passed two resolutions denouncing hate crimes and committing to taking action.,2021-05-05
reaction_1397,Article_577,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-05-05
reaction_1398,Article_577,L.A. vs. Hate campaign,community_groups,Not applicable,Government takes actions to stop AAPI hate,The Los Angeles Human Relations Commission in 2019 launched the L.A. vs. Hate campaign to address issues in the county.,2021-05-05
reaction_1399,Article_577,California Assemblyman Richard Bloom,politicians,Non-Asian,Cannot be inferred,,2021-05-05
reaction_1400,Article_577,elderly Latina woman,victims,Cannot be inferred,Cannot be inferred,,2021-05-05
reaction_1401,Article_577,Terri Villa-McDowell,other_individuals,Cannot be inferred,Government takes actions to stop AAPI hate,Campaign leader Terri Villa-McDowell said Tuesday that victims can report hate crimes and hate incidents without going though law enforcement by dialing 211 or filling out a form online.,2021-05-05
reaction_1402,Article_579,Councilwoman Mai Vang,politicians,Asian,Government takes actions to stop AAPI hate,"""Our city has committed to racial equity and justice -- which means confronting the perpetrators of hate and acknowledging the trauma and suffering experienced by victims.""",2021-02-27
reaction_1403,Article_579,the man,perpetrators,Cannot be inferred,Cannot be inferred,,2021-02-27
reaction_1404,Article_579,an Asian family-run butcher shop,victims,Asian,Cannot be inferred,,2021-02-27
reaction_1405,Article_579,Michael and Diana Shum's family,victims,Asian,Support Asian Americans,"The shop -- owned by Michael and Diana Shum's family for more than 30 years -- thanked the community for the 'calls, hugs, support, and community organizing' in a social media post Wednesday.",2021-02-27
reaction_1406,Article_579,the community,other_individuals,Cannot be inferred,Support Asian Americans,"The shop -- owned by Michael and Diana Shum's family for more than 30 years -- thanked the community for the 'calls, hugs, support, and community organizing' in a social media post Wednesday.",2021-02-27
reaction_1407,Article_579,Sacramento Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-02-27
reaction_1408,Article_579,Mad Butcher Meat Co.,business_entities,Not applicable,Cannot be inferred,The owners of Mad Butcher Meat Co. posted on the shop's social media page that they were 'shaken and especially disappointed' by the incident.,2021-02-27
reaction_1409,Article_579,Oakland's Chinatown,community_groups,Not applicable,Cannot be inferred,,2021-02-27
reaction_1410,Article_580,Jay Xiong,politicians,Asian,Cannot be inferred,,2021-03-28
reaction_1411,Article_580,Thai Heu,professionals,Asian,Cannot be inferred,Exact sentence(s) from relevant_sentences,2021-03-28
reaction_1412,Article_580,Bo Thao-Urabe,professionals,Asian,Cannot be inferred,,2021-03-28
reaction_1413,Article_580,Erika Lee,professionals,Asian,Cannot be inferred,,2021-03-28
reaction_1414,Article_580,Rebecca Lucero,professionals,Cannot be inferred,Cannot be inferred,,2021-03-28
reaction_1415,Article_580,Zhuoling Ren,professionals,Asian,Support Asian Americans,"""Those people who are trying to put hatred and complaints and frustrations toward Asian-Americans and Chinese-Americans, I think that's not fair.""",2021-03-28
reaction_1416,Article_580,Asian-American Woman,victims,Asian,Cannot be inferred,,2021-03-28
reaction_1417,Article_580,16-year-old Asian-American Boy,victims,Asian,Cannot be inferred,,2021-03-28
reaction_1418,Article_580,Hmong Step-Grandmother,victims,Asian,Cannot be inferred,,2021-03-28
reaction_1419,Article_580,Hmong Apartment Manager,victims,Asian,Cannot be inferred,,2021-03-28
reaction_1420,Article_580,Mysee Chang,victims,Asian,Cannot be inferred,Exact sentence(s) from relevant_sentences,2021-03-28
reaction_1421,Article_580,Alvin Moua,victims,Asian,Useless law enforcement,"In Woodbury, Moua's landlord reported the racist note to the police.",2021-03-28
reaction_1422,Article_580,Anonymous Neighbor,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-28
reaction_1423,Article_580,Man in Store Parking Lot,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-28
reaction_1424,Article_580,Cousin,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-28
reaction_1425,Article_580,Community Leaders,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-28
reaction_1426,Article_580,Shoppers,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-28
reaction_1427,Article_580,Woodbury Police,law_enforcement_agencies,Not applicable,Cannot be inferred,Exact sentence(s) from relevant_sentences,2021-03-28
reaction_1428,Article_580,Minnesota Department of Human Rights,government_bodies,Not applicable,Cannot be inferred,,2021-03-28
reaction_1429,Article_580,Department of Health,government_bodies,Not applicable,Color blind/minimizing racism,"And state agencies, such as the Department of Health, are reminding people not to make assumptions about who has the disease based on their ethnic background.",2021-03-28
reaction_1430,Article_580,Coalition of Asian American Leaders,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-28
reaction_1431,Article_581,Tou Xiong,politicians,Asian,Support Asian Americans,"Last week, state Rep. Tou Xiong, DFL-Maplewood, who chairs the Minnesota Asian Pacific Caucus, addressed the Legislature and rightly urged Minnesotans to denounce racism.",2021-03-21
reaction_1432,Article_581,Joe Biden,politicians,Non-Asian,Government takes actions to stop AAPI hate,President Joe Biden has directed the Justice Department to work with communities to address hate crimes against Asian Americans and Pacific Islanders.,2021-03-21
reaction_1433,Article_581,Jeannine Bell,professionals,Non-Asian,Cannot be inferred,,2021-03-21
reaction_1434,Article_581,Asian American family,victims,Asian,Cannot be inferred,,2021-03-21
reaction_1435,Article_581,Korean American journalist,victims,Asian,Cannot be inferred,,2021-03-21
reaction_1436,Article_581,women of Asian descent,victims,Asian,Cannot be inferred,,2021-03-21
reaction_1437,Article_581,Woodbury resident of Hmong descent,victims,Asian,Cannot be inferred,,2021-03-21
reaction_1438,Article_581,his wife,Cannot be inferred,Cannot be inferred,Cannot be inferred,,2021-03-21
reaction_1439,Article_581,Justice Department,government_bodies,Not applicable,Government takes actions to stop AAPI hate,President Joe Biden has directed the Justice Department to work with communities to address hate crimes against Asian Americans and Pacific Islanders.,2021-03-21
reaction_1440,Article_581,Coalition of Asian American Leaders (CAAL),ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"On Wednesday, CAAL will host an online event to raise awareness and share strategies to combat harassment and crime.",2021-03-21
reaction_1441,Article_582,Ilhan Omar,politicians,Non-Asian,Support Asian Americans,"""We must condemn it universally,"" U.S. Rep. Ilhan Omar, D-Minn., said at a news conference on Wednesday in support of federal and state legislative proposals.",2021-04-01
reaction_1442,Article_582,Frank Hornstein,politicians,Non-Asian,Government takes actions to stop AAPI hate,"State Rep. Frank Hornstein, DFL-Minneapolis, is again sponsoring legislation to let community groups file hate crime reports and to update police training guidelines.",2021-04-01
reaction_1443,Article_582,Keith Ellison,politicians,Non-Asian,Government takes actions to stop AAPI hate,"Last week, Minnesota Attorney General Keith Ellison convened the first of multiple virtual roundtable discussions on stopping AAPI hate. 'This is not only a conversation, this is a call to action,' said Ellison, who announced a task force.",2021-04-01
reaction_1444,Article_582,Merrick Garland,politicians,Non-Asian,Government takes actions to stop AAPI hate,U.S. Attorney General Merrick Garland has cited the surge in incidents against Asian Americans in ordering a 30-day review of how the Justice Department can best curb hate crimes.,2021-04-01
reaction_1445,Article_582,Samantha Vang,politicians,Asian,Government takes actions to stop AAPI hate,Omar is also co-sponsoring a resolution to call on all public officials to denounce anti-Asian racism related to COVID-19 and asking federal officials 'to expeditiously investigate and document all credible reports of hate crimes and incidents and threats against the Asian-American community and prosecute perpetrators.',2021-04-01
reaction_1446,Article_582,Eric Lucero,politicians,Non-Asian,Cannot be inferred,,2021-04-01
reaction_1447,Article_582,Bo Thao-Urabe,professionals,Asian,Cannot be inferred,,2021-04-01
reaction_1448,Article_582,Department of Justice,law_enforcement_agencies,Not applicable,Cannot be inferred,Local Department of Justice leaders and elected officials including Ramsey County Attorney John Choi participated.,2021-04-01
reaction_1449,Article_582,Coalition of Asian American Leaders,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-04-01
reaction_1450,Article_583,Xiaojie Tan,victims,Asian,Cannot be inferred,,2021-03-19
reaction_1451,Article_583,Jami Webb,victims,Non-Asian,Cannot be inferred,,2021-03-19
reaction_1452,Article_583,Tan Mei,victims,Asian,Cannot be inferred,,2021-03-19
reaction_1453,Article_583,Michael Webb,other_individuals,Non-Asian,Support Asian Americans,He angrily rejected speculation Tan's spa was providing sex services.,2021-03-19
reaction_1454,Article_583,Jami Webb's father,other_individuals,Non-Asian,Cannot be inferred,,2021-03-19
reaction_1455,Article_583,Hynson,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-19
reaction_1456,Article_585,Members of the U.S. Commission on Civil Rights,politicians,Cannot be inferred,Cannot be inferred,,2020-04-16
reaction_1457,Article_585,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-16
reaction_1458,Article_585,foreign policy and national security professionals,professionals,Cannot be inferred,Support Asian Americans,And a bipartisan coalition of nearly 200 foreign policy and national security professionals support this letter condemning hate crimes and calling for solidarity.,2020-04-16
reaction_1459,Article_585,Unknown Attacker,perpetrators,Non-Asian,Cannot be inferred,,2020-04-16
reaction_1460,Article_585,Asian American Family,victims,Asian,Cannot be inferred,,2020-04-16
reaction_1461,Article_585,Woman in New York,victims,Cannot be inferred,Cannot be inferred,,2020-04-16
reaction_1462,Article_585,Americans,other_individuals,Cannot be inferred,Cannot be inferred,All Americans must redouble the fight against those forces.,2020-04-16
reaction_1463,Article_585,Centers for Disease Control and Prevention,government_bodies,Not applicable,Government takes actions to stop AAPI hate,"U.S. leaders must take action against anti-Asian racism by adhering to guidance from the Centers for Disease Control and Prevention, which details ways to reduce and avoid stigma and discrimination.",2020-04-16
reaction_1464,Article_586,Gavin Newsom,politicians,Non-Asian,Cannot be inferred,,2020-03-28
reaction_1465,Article_586,Donald Trump,politicians,Non-Asian,Support Asian Americans,"On Monday, Trump called Asian Americans 'amazing people' and said the epidemic is 'NOT their fault in any way, shape, or form.'",2020-03-28
reaction_1466,Article_586,Letitia James,politicians,Non-Asian,Government takes actions to stop AAPI hate,"The state’s attorney general, Letitia James, also recently launched a hotline for New Yorkers to report hate crimes related to coronavirus.",2020-03-28
reaction_1467,Article_586,Russell Jeung,professionals,Asian,Government takes actions to stop AAPI hate,Jeung and two advocacy groups in California recently launched a website allowing people to report incidents anonymously.,2020-03-28
reaction_1468,Article_586,Cynthia Choi,professionals,Asian,Cannot be inferred,,2020-03-28
reaction_1469,Article_586,Manjusha Kulkarni,professionals,Asian,Support Asian Americans,Advocates also urged against using the geographical origin of the virus when referring to it publicly.,2020-03-28
reaction_1470,Article_586,Asian Woman,victims,Asian,Cannot be inferred,,2020-03-28
reaction_1471,Article_586,Asian Elderly Residents,victims,Asian,Cannot be inferred,,2020-03-28
reaction_1472,Article_586,Carl Chan,other_individuals,Asian,Cannot be inferred,,2020-03-28
reaction_1473,Article_586,Alicia McCauley,other_individuals,Cannot be inferred,Cannot be inferred,,2020-03-28
reaction_1474,Article_586,Steve Mylett,other_individuals,Non-Asian,Cannot be inferred,,2020-03-28
reaction_1475,Article_586,New York Police Department,law_enforcement_agencies,Not applicable,Government takes actions to stop AAPI hate,The department’s Hate Crimes Task Force tweeted Monday that it was aware of reports of 'several COVID-19 related hate crimes' and 'arrests have been made in most cases.',2020-03-28
reaction_1476,Article_586,Commission on Human Rights,government_bodies,Not applicable,Cannot be inferred,,2020-03-28
reaction_1477,Article_586,Chinese for Affirmative Action,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-03-28
reaction_1478,Article_586,Asian Pacific Policy and Planning Council,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-03-28
reaction_1479,Article_586,Oakland Chinatown Chamber of Commerce,business_entities,Not applicable,Cannot be inferred,,2020-03-28
reaction_1480,Article_587,Nancy O'Malley,politicians,Non-Asian,Support Asian Americans,You have one ethnic group that’s targeted … and ignorant people who think they can just scream at somebody because of their ethnicity. ... We cannot tolerate that.,2020-05-20
reaction_1481,Article_587,Jeff Rosen,politicians,Non-Asian,Support Asian Americans,"This isn’t the fault of Chinese Americans that are here. … Asian Americans are very well integrated into our society,” Rosen said.",2020-05-20
reaction_1482,Article_587,Joe Biden,politicians,Non-Asian,Cannot be inferred,,2020-05-20
reaction_1483,Article_587,Kert Lin,professionals,Asian,Cannot be inferred,,2020-05-20
reaction_1484,Article_587,Carmelyn Malalis,professionals,Asian,Cannot be inferred,,2020-05-20
reaction_1485,Article_587,Chinese American man,victims,Asian,Cannot be inferred,,2020-05-20
reaction_1486,Article_587,Vietnamese couple,victims,Asian,Cannot be inferred,,2020-05-20
reaction_1487,Article_587,Asian victims,victims,Asian,Cannot be inferred,,2020-05-20
reaction_1488,Article_587,Unknown Attacker,perpetrators,Non-Asian,Government takes actions to stop AAPI hate,"In Santa Clara County, the man who threatened the Vietnamese couple by turning his hand into the shape of a gun has been charged with a misdemeanor hate crime.",2020-05-20
reaction_1489,Article_587,the general public,other_individuals,Cannot be inferred,Cannot be inferred,,2020-05-20
reaction_1490,Article_587,Seattle Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-05-20
reaction_1491,Article_587,New York City Police Department,law_enforcement_agencies,Not applicable,Government takes actions to stop AAPI hate,"In New York City, Chief of Detectives Rodney Harrison said last month that the police department has arrested 11 people for hate crimes against Asians.",2020-05-20
reaction_1492,Article_587,FBI,law_enforcement_agencies,Not applicable,Government takes actions to stop AAPI hate,"In a statement, the bureau said:""The FBI will use all authority granted to us by federal law to investigate and hold those who commit violent acts accountable for their actions.",2020-05-20
reaction_1493,Article_587,New York City Commission on Human Rights,government_bodies,Not applicable,Cannot be inferred,,2020-05-20
reaction_1494,Article_588,Philip Landrigan,professionals,Non-Asian,Cannot be inferred,,2020-10-12
reaction_1495,Article_588,Richard Besser,professionals,Non-Asian,Cannot be inferred,,2020-10-12
reaction_1496,Article_588,Anna Marie Rondon,professionals,Asian,Cannot be inferred,,2020-10-12
reaction_1497,Article_588,Judy Young,professionals,Asian,Cannot be inferred,,2020-10-12
reaction_1498,Article_588,Ahou Yao,victims,Asian,Cannot be inferred,,2020-10-12
reaction_1499,Article_588,sick hospital worker,other_individuals,Cannot be inferred,Cannot be inferred,,2020-10-12
reaction_1500,Article_588,her husband,other_individuals,Cannot be inferred,Cannot be inferred,,2020-10-12
