reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason
reaction_3337,Article_630,Ted Lieu,politicians,Asian,Cannot be inferred,
reaction_3338,Article_630,Joe Biden,politicians,Non-Asian,Making an announcement to condemn anti-Asian hate,"In January, President Joe Biden issued an executive order condemning the attacks – and without naming them, criticizing former President Donald Trump and other federal officials who repeatedly referred to COVID-19 as the “China virus” or the “Kung flu.”"
reaction_3339,Article_630,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,The surge in hate incidents against the Asian American community since the start of the pandemic was set aflame last winter when Trump began scapegoating Chinese people for the explosion of coronavirus in the United States.
reaction_334,Article_20,Advocates,other_individuals,Cannot be inferred,Politicians initiated anti-Asian hate and racism,"Advocates called Biden's rhetorical efforts a welcome corrective to President Donald Trump, who railed against the 'China virus' and 'kung flu.'"
reaction_3340,Article_630,Letitia James,politicians,Cannot be inferred,Installing hotlines,New York state Attorney General Letitia James launched a hotline for victims to report harassment or intimidation
reaction_3341,Article_630,Helen Oh,professionals,Asian,Not confronting attacker/harasser or not reporting,"""I didn't think to say anything back when I heard it,"" she said."
reaction_3342,Article_630,Mabel Menard,professionals,Asian,Cannot be inferred,
reaction_3343,Article_630,Cynthia Choi,professionals,Asian,Support Asian Americans,"""we wanted to document it in order to understand the severity of it, who was being targeted, where and the magnitude of this problem so we could develop effective responses."""
reaction_3344,Article_630,Cat Shieh,professionals,Asian,Cannot be inferred,
reaction_3345,Article_630,Kevin Gallier,professionals,Non-Asian,Cannot be inferred,
reaction_3346,Article_630,Debbie Chen,professionals,Asian,Cannot be inferred,
reaction_3347,Article_630,Unknown Attacker (San Francisco),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_3348,Article_630,Unknown Attacker (Oakland),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_3349,Article_630,Unknown Attacker (New York),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_335,Article_20,Activists,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3350,Article_630,Vincent Chin's Killers,perpetrators,Non-Asian,Cannot be inferred,"More recently, the brutal 1982 baseball-bat murder of Chinese American autoworker Vincent Chin by two white autoworkers in Detroit who were allegedly upset about competition from Japanese automakers prompted the creation of the nonprofit Asian Americans Advancing Justice, which now has chapters nationally."
reaction_3351,Article_630,Order of Caucasians Members,perpetrators,Non-Asian,Cannot be inferred,
reaction_3352,Article_630,84-year-old Thai American man,victims,Asian,Cannot be inferred,
reaction_3353,Article_630,Elderly Victims (Oakland),victims,Asian,Cannot be inferred,
reaction_3354,Article_630,36-year-old Asian man,victims,Asian,Cannot be inferred,
reaction_3355,Article_630,Filipino Registered Nurses,victims,Asian,Cannot be inferred,
reaction_3356,Article_630,Japanese Americans during WWII,victims,Asian,Cannot be inferred,"During World War II, the federal government imprisoned about 120,000 American citizens of Japanese descent solely because of their race, destroying communities across California, Washington and Oregon by forcing business owners to shutter their doors and residents to give up their homes, and locking them up in “relocation centers” in rural areas of Colorado and Wyoming, among others."
reaction_3357,Article_630,Chinese Men in Chico,victims,Asian,Cannot be inferred,
reaction_3358,Article_630,Vincent Chin,victims,Asian,Cannot be inferred,"More recently, the brutal 1982 baseball-bat murder of Chinese American autoworker Vincent Chin by two white autoworkers in Detroit who were allegedly upset about competition from Japanese automakers prompted the creation of the nonprofit Asian Americans Advancing Justice, which now has chapters nationally."
reaction_3359,Article_630,Young Men (Denver),other_individuals,Cannot be inferred,Cannot be inferred,
reaction_336,Article_20,White House Aides,other_individuals,Cannot be inferred,Support Asian Americans,"They pledged to use the power of the administration to combat violence but offered few specifics, according to activists who participated"
reaction_3360,Article_630,Older Woman (Denver),other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3361,Article_630,Korean Immigrants (Oh's parents),other_individuals,Asian,Cannot be inferred,
reaction_3362,Article_630,Asian American Community Members,other_individuals,Asian,Takes actions to stop AAPI hate,"It spurred the creation of Compassion in Oakland, a group of hundreds of volunteers who now help chaperone elderly Asian American community members on errands."
reaction_3363,Article_630,New York Police Department,law_enforcement_agencies,Not applicable,Launching a hate-crime task force,The NYPD last year created an Asian hate crimes task force
reaction_3364,Article_630,Oakland Police,law_enforcement_agencies,Not applicable,Launching a hate-crime task force,The NYPD last year created an Asian hate crimes task force
reaction_3365,Article_630,Houston Police Hate Crimes Unit,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_3366,Article_630,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_3367,Article_631,Judy Chu,politicians,Asian,Support Asian Americans,"In response, Chu and the lawmakers called for Congress to take action to pass the ""No Hate Act,"" which would provide grants to states to improve hate crime reporting."
reaction_3368,Article_631,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"Many of the lawmakers speaking Friday laid the blame at the feet of leaders like former President Donald Trump, who has blamed China for the pandemic and used derisive terms for the coronavirus."
reaction_3369,Article_631,Joe Biden,politicians,Non-Asian,Cannot be inferred,Chu said they would also be requesting a meeting with the Department of Justice to follow up on the implementation of President Joe Biden's executive order addressing xenophobia and violence against Asian Americans.
reaction_337,Article_20,Justice Department Officials,other_individuals,Cannot be inferred,Takes actions to stop AAPI hate,They have pledged to develop new grant programs for local police agencies to report on hate crime data and efforts to translate federal hate crime reporting portals into Chinese and other Asian languages.
reaction_3370,Article_631,Andy Kim,politicians,Asian,Cannot be inferred,
reaction_3371,Article_631,Nancy Pelosi,politicians,Non-Asian,Support Asian Americans,"House Speaker Nancy Pelosi, D-Calif., gave brief remarks calling for the need to improve hate crime reporting"
reaction_3372,Article_631,Grace Meng,politicians,Asian,Cannot be inferred,
reaction_3373,Article_631,Jimmy Gomez,politicians,Non-Asian,Support Asian Americans,"said ""what happens to anybody in our community happens to the rest of us."""
reaction_3374,Article_631,Barbara Lee,politicians,Non-Asian,Support Asian Americans,"""we stand in support."""
reaction_3375,Article_631,Vicha Ratanapakdee,victims,Asian,Cannot be inferred,
reaction_3376,Article_631,Asian Senior Citizen,victims,Asian,Cannot be inferred,
reaction_3377,Article_631,Asian Woman,victims,Asian,Cannot be inferred,"House Speaker Nancy Pelosi, D-Calif., gave brief remarks calling for the need to improve hate crime reporting, citing a recent incident in New York where a 52-year-old woman waiting in line at a bakery had been shoved into a metal newspaper box by a man, but it could not be determined whether the incident was a hate crime."
reaction_3378,Article_631,Asian American Constituent,victims,Asian,Calling for being united,"said ""what happens to anybody in our community happens to the rest of us."""
reaction_3379,Article_631,Father/Grandfather,other_individuals,Asian,Cannot be inferred,
reaction_338,Article_20,Senators,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3380,Article_631,Department of Justice,government_bodies,Not applicable,Cannot be inferred,"Chu said they would also be requesting a meeting with the Department of Justice to follow up on the implementation of President Joe Biden's executive order addressing xenophobia and violence against Asian Americans. Chu hoped it would be a bipartisan request to the Department as they sought more details on enforcement actions and ""proactive actions"" to reach out to Asian American communities."
reaction_3381,Article_631,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_3382,Article_631,Congressional Asian Pacific American Caucus,community_groups,Not applicable,Support Asian Americans,"Speaking at a virtual press conference, Congressional Asian Pacific American Caucus Chairperson Rep. Judy Chu, D-Calif., said the Asian American community had ""reached a crisis point that cannot be ignored"" amid reports of a rise in violence and hate incidents against Asian Americans in the last several weeks."
reaction_3383,Article_631,Tri-Caucus,community_groups,Not applicable,Cannot be inferred,
reaction_3384,Article_631,Black Caucus,community_groups,Not applicable,Support Asian Americans,"""we stand in support."""
reaction_3385,Article_632,Judy Chu,politicians,Asian,Support Asian Americans,"Congressional Asian Pacific American Caucus Chairperson Rep. Judy Chu, D-Calif. and other lawmakers at a virtual press conference last week said the attacks are part of a rise in anti-Asian American bias and xenophobia amid the COVID-19 pandemic."
reaction_3386,Article_632,Jeannie Mai,celebrities,Asian,Speaking up on social media,"Mai is using her platform – via her talk show, social media presence and media interviews – to speak out against these attacks."
reaction_3387,Article_632,Daniel Dae Kim,celebrities,Asian,Rewarding the public to report the info about the suspects,"Earlier this month, actors Daniel Dae Kim and Daniel Wu offered a $25,000 reward for information that ultimately led to an arrest in the case of an Oakland assault."
reaction_3388,Article_632,Daniel Wu,celebrities,Asian,Rewarding the public to report the info about the suspects,"Earlier this month, actors Daniel Dae Kim and Daniel Wu offered a $25,000 reward for information that ultimately led to an arrest in the case of an Oakland assault."
reaction_3389,Article_632,Bee Vang,celebrities,Asian,Support Asian Americans,"'Vang criticizes film's racial slurs, 'mainstreamed anti-Asian racism''"
reaction_339,Article_20,Police,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_3390,Article_632,Vicha Ratanapakdee,victims,Asian,Cannot be inferred,
reaction_3391,Article_632,Jeannie Mai's aunts and uncles,other_individuals,Asian,Cannot be inferred,
reaction_3392,Article_632,Jeannie Mai's parents,other_individuals,Asian,Cannot be inferred,
reaction_3393,Article_632,Asian senior citizens in Oakland,other_individuals,Asian,Cannot be inferred,
reaction_3394,Article_632,Congressional Asian Pacific American Caucus,government_bodies,Not applicable,Support Asian Americans,"Congressional Asian Pacific American Caucus Chairperson Rep. Judy Chu, D-Calif. and other lawmakers at a virtual press conference last week said the attacks are part of a rise in anti-Asian American bias and xenophobia amid the COVID-19 pandemic."
reaction_3395,Article_632,Netflix,business_entities,Not applicable,Cannot be inferred,
reaction_3396,Article_632,HBO Max,business_entities,Not applicable,Cannot be inferred,
reaction_3397,Article_633,Bill de Blasio,politicians,Non-Asian,Making an announcement to condemn anti-Asian hate,"""An attack on Asian New Yorkers is an attack on all of us,"" de Blasio said."
reaction_3398,Article_633,Joe Biden,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"months of his predecessor mocking the ""China virus"" and ""kung flu."""
reaction_3399,Article_633,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_34,Article_2,World Health Organization,government_bodies,Not applicable,Support Asian Americans,"The World Health Organization has recommended people use coronavirus or COVID-19, stating that other characterizations spread negative stereotypes."
reaction_340,Article_20,Justice Department,law_enforcement_agencies,Not applicable,Cannot be inferred,"Asian American leaders have raised questions about the Justice Department's ""China Initiative"" - launched by the Trump administration in 2018 - to amplify ongoing U.S. government efforts to counter the Chinese government's attempts to steal billions of dollars a year in U.S. intellectual property."
reaction_3400,Article_633,Franklin D. Roosevelt,politicians,Non-Asian,Cannot be inferred,"This month, Congress' Asian Pacific American Caucus held a day of remembrance on the 79th anniversary of President Franklin D. Roosevelt ordering more than 100,000 Japanese Americans into internment camps during World War II, another dark period in this country's history."
reaction_3401,Article_633,Andy Kim,politicians,Asian,Support Asian Americans,"U.S. Rep. Andy Kim, who represents New Jersey's Third District, says the hate crimes seen over the past weeks are reprehensible."
reaction_3402,Article_633,Stewart Loo,professionals,Asian,Cannot be inferred,
reaction_3403,Article_633,Russell Jeung,professionals,Asian,Cannot be inferred,
reaction_3404,Article_633,Michelle Song,professionals,Asian,Cannot be inferred,
reaction_3405,Article_633,Salman Muflihi,perpetrators,Non-Asian,Cannot be inferred,
reaction_3406,Article_633,Unknown Autoworkers,perpetrators,Non-Asian,Cannot be inferred,
reaction_3407,Article_633,Yena Choe,victims,Asian,Cannot be inferred,
reaction_3408,Article_633,Asian Man,victims,Asian,Cannot be inferred,
reaction_3409,Article_633,Thai Immigrant,victims,Asian,Cannot be inferred,
reaction_341,Article_20,Federal Government,government_bodies,Not applicable,Support Asian Americans,"President Biden has sought to blunt a reported surge in anti-Asian bias incidents by ordering the federal government not to use xenophobic language to describe the coronavirus and by calling ""vicious hate crimes"" during the pandemic ""un-American."""
reaction_3410,Article_633,Vietnamese Woman,victims,Asian,Cannot be inferred,
reaction_3411,Article_633,Filipino Man,victims,Asian,Cannot be inferred,
reaction_3412,Article_633,Vincent Chin,victims,Asian,Cannot be inferred,
reaction_3413,Article_633,Japanese Americans,victims,Asian,Cannot be inferred,"This month, Congress' Asian Pacific American Caucus held a day of remembrance on the 79th anniversary of President Franklin D. Roosevelt ordering more than 100,000 Japanese Americans into internment camps during World War II, another dark period in this country's history."
reaction_3414,Article_633,Unmasked Woman,other_individuals,Cannot be inferred,Cannot be inferred,"As they walked with Korean flags, an unmasked, middle-aged woman glared at the teens and told them, ""Get away from me. Stay far away from me,"" while waving her hands, Choe said."
reaction_3415,Article_633,Head of Oakland's Chinatown Chamber of Commerce,other_individuals,Cannot be inferred,Cannot be inferred,"The head of Oakland's Chinatown Chamber of Commerce has collected more than 20 incident reports and videos of small businesses getting robbed and owners and customers assaulted, he told San Francisco's KGO-TV."
reaction_3416,Article_633,Kirby Tan,other_individuals,Asian,Cannot be inferred,
reaction_3417,Article_633,Charles Kaufman,other_individuals,Non-Asian,Cannot be inferred,
reaction_3418,Article_633,Nisei Soldiers,other_individuals,Asian,Cannot be inferred,"The estimated 33,000 Japanese American soldiers were sent to serve in Europe to fight for the U.S., even as many of their families were held in internment camps. The Nisei soldiers became known for their bravery. The 100th/442nd Infantry Regiment was comprised almost entirely of second-generation Japanese Americans, and they became the most decorated unit of its size in U.S. military history."
reaction_3419,Article_633,New York Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_342,Article_20,White House,government_bodies,Not applicable,Cannot be inferred,"White House aides, including domestic policy adviser Susan Rice and senior adviser Cedric L. Richmond, met virtually with Asian American advocacy groups two weeks ago to hear their concerns."
reaction_3420,Article_633,Asian Hate Crime Task Force,law_enforcement_agencies,Not applicable,Launching a hate-crime task force,the commander of the police department's Asian Hate Crime Task Force spoke at a news conference Tuesday about what the city is doing to prevent anti-Asian hate crimes.
reaction_3421,Article_633,Anti-Asian Hate Crimes Task Force,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_3422,Article_633,Federal Government,government_bodies,Not applicable,Politicians initiated anti-Asian hate and racism,"months of his predecessor mocking the ""China virus"" and ""kung flu."""
reaction_3423,Article_633,Congress,government_bodies,Not applicable,Cannot be inferred,"He called for executive actions from the administration and legislation from Congress. This month, Congress' Asian Pacific American Caucus held a day of remembrance on the 79th anniversary of President Franklin D. Roosevelt ordering more than 100,000 Japanese Americans into internment camps during World War II, another dark period in this country's history."
reaction_3424,Article_633,Asian Pacific American Caucus,government_bodies,Not applicable,Cannot be inferred,"This month, Congress' Asian Pacific American Caucus held a day of remembrance on the 79th anniversary of President Franklin D. Roosevelt ordering more than 100,000 Japanese Americans into internment camps during World War II, another dark period in this country's history."
reaction_3425,Article_633,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_3426,Article_633,Korean-American Association of New Jersey,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_3427,Article_633,KGO-TV,business_entities,Not applicable,Cannot be inferred,"The head of Oakland's Chinatown Chamber of Commerce has collected more than 20 incident reports and videos of small businesses getting robbed and owners and customers assaulted, he told San Francisco's KGO-TV."
reaction_3428,Article_633,Oakland's Chinatown Chamber of Commerce,community_groups,Not applicable,Cannot be inferred,"The head of Oakland's Chinatown Chamber of Commerce has collected more than 20 incident reports and videos of small businesses getting robbed and owners and customers assaulted, he told San Francisco's KGO-TV."
reaction_3429,Article_633,Korean-American Association,community_groups,Not applicable,Cannot be inferred,
reaction_343,Article_20,House Congressional Asian Pacific American Caucus,government_bodies,Not applicable,Support Asian Americans,"""It is clearly a difficult line to walk. However, I do believe there is a way of disagreeing with China's policies without denigrating the Chinese people themselves,"" said Rep. Judy Chu (D-Calif.), chair of the House Congressional Asian Pacific American Caucus."
reaction_3430,Article_634,Joe Biden,politicians,Non-Asian,Support Asian Americans,"President Joe Biden and Vice President Kamala Harris have strongly denounced the ongoing violence and hate crimes against Asian Americans and other minority groups. Biden recently signed an executive memorandum condemning 'racism, xenophobia, and intolerance against Asian American and Pacific Islander' communities. In his Lunar New Year video, Biden called racism, harassment and hate crimes 'simply wrong — it's a stain on our national character.'"
reaction_3431,Article_634,Kamala Harris,politicians,Non-Asian,Support Asian Americans,"President Joe Biden and Vice President Kamala Harris have strongly denounced the ongoing violence and hate crimes against Asian Americans and other minority groups. Biden recently signed an executive memorandum condemning 'racism, xenophobia, and intolerance against Asian American and Pacific Islander' communities"
reaction_3432,Article_634,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,Former President Donald Trump and his staff repeatedly called the coronavirus the 'Kung Flu' and the 'Chinese virus.'
reaction_3433,Article_634,Thomas K. Lew,professionals,Asian,Cannot be inferred,
reaction_3434,Article_634,George Soros,professionals,Non-Asian,Cannot be inferred,
reaction_3435,Article_634,91-year-old Asian man,victims,Asian,Cannot be inferred,
reaction_3436,Article_634,elderly man,victims,Asian,Cannot be inferred,
reaction_3437,Article_634,author,other_individuals,Asian,Cannot be inferred,"As an Asian American growing up in the United States, I experienced frequent insensitive racial questions: Do you know kung fu? Why are your eyes like that? Where are you really from? Now as an adult, I often receive outright racist remarks. For example, recently in my capacity as a practicing physician treating hospitalized COVID-19 patients, I advocated for continued mask usage until a majority of our fellow Americans are vaccinated. I received some vicious feedback: Go back to Wuhan. Stop being George Soros' patsy. Shut up and let the real Americans talk. None of this of course makes any sense — I was born in the United States and my family is from a region of China over 600 miles away from Wuhan. This pandemic has led to more racism. I was thus pleasantly surprised and excited that in their first few weeks, President Joe Biden and Vice President Kamala Harris have strongly denounced the ongoing violence and hate crimes against Asian Americans and other minority groups."
reaction_3438,Article_634,World Health Organization,government_bodies,Not applicable,Cannot be inferred,"The World Health Organization has called such geographical labeling discriminatory, and public health experts have said it perpetuates xenophobia."
reaction_3439,Article_634,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_344,Article_20,Biden Administration,government_bodies,Not applicable,Cannot be inferred,Yang's organization has asked the Biden administration to put a moratorium on the program and conduct a review of it.
reaction_3440,Article_57,Steven Demetropoulos,politicians,Cannot be inferred,Cannot be inferred,
reaction_3441,Article_57,Jennifer Doudna,professionals,Cannot be inferred,Cannot be inferred,
reaction_3442,Article_57,Enrique Lin Shiao,professionals,Asian,Cannot be inferred,
reaction_3443,Article_57,Kathy Newman,professionals,Cannot be inferred,Cannot be inferred,
reaction_3444,Article_57,Tammy Wiatrowski,professionals,Cannot be inferred,Cannot be inferred,
reaction_3445,Article_57,Thalia Bardell,professionals,Cannot be inferred,Cannot be inferred,
reaction_3446,Article_57,Alex Wood,celebrities,Cannot be inferred,Cannot be inferred,
reaction_3447,Article_57,Ariana Lee's friend,victims,Asian,Cannot be inferred,
reaction_3448,Article_57,Ariana Lee,other_individuals,Asian,Cannot be inferred,"She preferred not to pick up food in town, though, because ""people on the street say racist things."""
reaction_3449,Article_57,Bryan Bush,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_345,Article_20,Trump Administration,government_bodies,Not applicable,Cannot be inferred,"Asian American leaders have raised questions about the Justice Department's ""China Initiative"" - launched by the Trump administration in 2018 - to amplify ongoing U.S. government efforts to counter the Chinese government's attempts to steal billions of dollars a year in U.S. intellectual property. At her confirmation hearing last week, Lisa Monaco, Biden's nominee for deputy attorney general, offered credit to the Trump administration for focusing on cyberthreats from China and said she expects to ""double down"" on the strategy."
reaction_3450,Article_57,Chris Allison,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3451,Article_57,Chris Keeton,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3452,Article_57,Daisy Abreu,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3453,Article_57,Donna Danahy,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3454,Article_57,Kalee Kamer,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3455,Article_57,Kimberley Mitchell,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3456,Article_57,Reinaldo Mesa,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3457,Article_57,Rob Lee,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3458,Article_57,Sherry Maloney,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3459,Article_57,Tanying Dong,other_individuals,Asian,Cannot be inferred,
reaction_346,Article_20,Obama Administration,government_bodies,Not applicable,Cannot be inferred,"""For as long as Asians have been in America, we've been scapegoated, treated as outsiders and seen as untrustworthy. Too often, these prejudices are exploited for political gain,"" said Christopher Lu, who served as White House Cabinet secretary and deputy labor secretary in the Obama administration."
reaction_3460,Article_58,Celine Tien,professionals,Asian,Fostering conversations about anti-Asian hate,"The next morning, my mother, two friends and I gathered in a circle with the entire salon staff of Asian women."
reaction_3461,Article_58,Nail Technician,perpetrators,Asian,Cannot be inferred,"The manager made my nail technician leave and apologized quietly, offering a free manicure."
reaction_3462,Article_58,Salon Manager,victims,Asian,Videotaping/confronting harasser/attacker,"The manager, who had been listening nearby, ran over to intervene."
reaction_3463,Article_58,Family Friend's Mother,victims,Asian,Cannot be inferred,
reaction_3464,Article_58,Celine Tien's Mother,other_individuals,Asian,Cannot be inferred,"After I rushed home from the nail salon that day, my mother and I called the owner. The next morning, my mother, two friends and I gathered in a circle with the entire salon staff of Asian women."
reaction_3465,Article_58,Celine Tien's Friends,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3466,Article_58,Salon Staff,other_individuals,Asian,Cannot be inferred,
reaction_3467,Article_58,Non-Asian Friends,other_individuals,Non-Asian,Cannot be inferred,
reaction_3468,Article_58,Celine Tien's Little Brother,other_individuals,Asian,Cannot be inferred,
reaction_3469,Article_58,Celine Tien's Parents,other_individuals,Asian,Cannot be inferred,
reaction_347,Article_20,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"Russell Jeung, a history professor at San Francisco State University who last year helped found Stop AAPI Hate (AAPI stands for Asian American and Pacific Islanders). The advocacy group has tallied more than 3,000 incidents of bias and hate during the pandemic."
reaction_3470,Article_58,Chinese Center for Disease Control and Prevention,government_bodies,Not applicable,Cannot be inferred,
reaction_3471,Article_58,World Health Organization,government_bodies,Not applicable,Cannot be inferred,
reaction_3472,Article_58,Flowly: Relaxation Training,business_entities,Not applicable,Cannot be inferred,
reaction_3473,Article_59,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"President Trump, some members of his cabinet and some conservative politicians have opted to fan the bigotry by deliberately using the term ""Wuhan virus"" or ""Chinese virus."" Mr. Trump, who spent previous months calling it the coronavirus, started defending the use of ""Chinese virus"" last week. Photographs of a text of the speech he was reading seemed to show ""Corona"" lined out and ""Chinese"" written in the president's hand."
reaction_3474,Article_59,Mike Pompeo,politicians,Non-Asian,Cannot be inferred,
reaction_3475,Article_59,Unknown Attacker,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_3476,Article_59,Chinese in the 1870s,victims,Asian,Cannot be inferred,
reaction_3477,Article_59,Asian Students in Leicestershire,victims,Asian,Cannot be inferred,
reaction_3478,Article_59,Chinese-Americans,victims,Asian,Cannot be inferred,"As The Times reported on Monday, Chinese-Americans and other Asians lumped together with them by racists are being beaten, spat on, yelled at and insulted from coast to coast, driving some members of the maligned minority to purchase firearms in the fear of worse to come as the pandemic deepens."
reaction_3479,Article_59,Other Asians,victims,Asian,Cannot be inferred,"As The Times reported on Monday, Chinese-Americans and other Asians lumped together with them by racists are being beaten, spat on, yelled at and insulted from coast to coast, driving some members of the maligned minority to purchase firearms in the fear of worse to come as the pandemic deepens."
reaction_348,Article_20,Asian Americans Advancing Justice,ngo_or_advocacy_groups,Not applicable,Advocacy/take actions for changes,"""Asian Americans Advancing Justice, which has advocated on behalf of Tao"""
reaction_3480,Article_59,People in Egypt,other_individuals,Non-Asian,Cannot be inferred,
reaction_3481,Article_59,Mr. Trump's Supporters,other_individuals,Cannot be inferred,Support Asian Americans,Mr. Trump tweeted support of the Asian-American community on Monday
reaction_3482,Article_59,Conservative Politicians,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3483,Article_59,Cabinet Members,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3484,Article_59,World Health Organization,government_bodies,Not applicable,Cannot be inferred,"The xenophobia and prejudices that result from naming new infectious diseases after places, people or animals are the reasons the World Health Organization has urged against doing so, and instead using generic descriptive terms like ""coronavirus."""
reaction_3485,Article_60,Author,professionals,Asian,Cannot be inferred,"When confronted with racism toward anyone, our instinct should be indignation, not deflection. Whether I give the other person a piece of my mind or not — awkward, perhaps, from six feet away— my instinct should be indignation, not deflection."
reaction_3486,Article_60,Unknown Autoworkers,perpetrators,Non-Asian,Cannot be inferred,
reaction_3487,Article_60,Vincent Chin,victims,Asian,Support Asian Americans,But to respond to that horrific incident with 'Vincent Chin wasn't even Japanese!' is to create a dangerous distraction from the core issue: It is never OK to attack anyone based on their race.
reaction_3488,Article_60,Author as Child,victims,Asian,Cannot be inferred,
reaction_3489,Article_60,Asian Elderly Generation,victims,Asian,Cannot be inferred,
reaction_349,Article_20,Gallup,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_3490,Article_60,Chinese-American Friend,victims,Asian,Cannot be inferred,
reaction_3491,Article_60,White Hairdresser,other_individuals,Non-Asian,Cannot be inferred,"So a few days before the trip, I emailed my (white) hairdresser frantically: ""I know this sounds crazy but can you can make me blonde? I'm traveling next week and I'm worried about being mistaken for Chinese and blamed for the coronavirus."""
reaction_3492,Article_60,Half-Chinese Half-White Friend,other_individuals,Asian,Cannot be inferred,"She messaged, ""Carry around a copy of your books to prove you're Korean."" She added: ""I'm serious."""
reaction_3493,Article_60,Mean Kindergartner,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3494,Article_60,Korean Parents,other_individuals,Asian,Cannot be inferred,"Our parents and Sunday school teachers told us that the correct response was, ""I'm not Chinese; I'm Korean."""
reaction_3495,Article_60,Sunday School Teachers,other_individuals,Asian,Cannot be inferred,"Our parents and Sunday school teachers told us that the correct response was, ""I'm not Chinese; I'm Korean."""
reaction_3496,Article_60,Franklin D. Roosevelt,other_individuals,Non-Asian,Cannot be inferred,
reaction_3497,Article_60,Clothing Vendor,business_entities,Not applicable,Cannot be inferred,"In the wake of Covid-19, some clothing vendor saw a business opportunity: a series of T-shirts with slogans like, ""I'm Asian but I'm not Chinese,"" ""I'm not Chinese, I'm Korean,"" ""I'm not Chinese, I'm Malaysian,"" etc."
reaction_3498,Article_60,Asian-Owned Businesses,business_entities,Not applicable,Cannot be inferred,"In World War II-era America, some Asian-owned businesses posted signs in their windows specifying that they were not Japanese."
reaction_3499,Article_60,Korean Church,community_groups,Not applicable,Cannot be inferred,
reaction_35,Article_2,OCA-Asian Pacific American Advocates,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_350,Article_20,University of Kansas,business_entities,Not applicable,Cannot be inferred,
reaction_3500,Article_61,Amanda Phingbodhipakkiya,celebrities,Asian,Fostering conversations about anti-Asian hate,"""Through this series, she wanted to amplify those experiences, and those of others in her community, which oftentimes go unnoticed."" ""My art has always been about making the invisible visible,"" she said. ""I think struggles of communities of color are often invisible."""
reaction_3501,Article_61,Asian-American Man,victims,Asian,Cannot be inferred,
reaction_3502,Article_61,Ms. Phingbodhipakkiya's parents,other_individuals,Asian,Cannot be inferred,
reaction_3503,Article_61,New York City Commission on Human Rights,government_bodies,Not applicable,Installing hotlines,"the Commission received more than 566 reports of discrimination, harassment and bias related to Covid-19"
reaction_3504,Article_61,Department of Transportation,government_bodies,Not applicable,Cannot be inferred,
reaction_3505,Article_62,Kevin Nadal,professionals,Cannot be inferred,Cannot be inferred,
reaction_3506,Article_62,Alissa Heydari,professionals,Cannot be inferred,Cannot be inferred,
reaction_3507,Article_62,John Chappell,perpetrators,Non-Asian,Cannot be inferred,
reaction_3508,Article_62,Unknown Man (Queens),perpetrators,Non-Asian,Cannot be inferred,He was charged with aggravated harassment as a hate crime in April.
reaction_3509,Article_62,Unknown Man (Manhattan),perpetrators,Non-Asian,Cannot be inferred,He was also charged with harassment and menacing as a hate crime.
