reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason,date
reaction_343,Article_30,Noodle Tree,business_entities,Not applicable,Cannot be inferred,,2021-03-26
reaction_344,Article_30,Golden Gate Fortune Cookie Factory,business_entities,Not applicable,Cannot be inferred,,2021-03-26
reaction_345,Article_30,Savory Crust,business_entities,Not applicable,Cannot be inferred,,2021-03-26
reaction_346,Article_30,Mad Butcher Meat Co.,business_entities,Not applicable,Cannot be inferred,,2021-03-26
reaction_347,Article_30,Advance Beauty College,business_entities,Not applicable,Cannot be inferred,,2021-03-26
reaction_348,Article_31,Eileen Cheng-yin Chow,professionals,Asian,Cannot be inferred,,2021-05-30
reaction_349,Article_31,Ming,professionals,Asian,Cannot be inferred,,2021-05-30
reaction_350,Article_31,Soon Chung Park,victims,Asian,Cannot be inferred,,2021-05-30
reaction_351,Article_31,Suncha Kim,victims,Asian,Cannot be inferred,,2021-05-30
reaction_352,Article_31,Xiaojie Tan,victims,Asian,Cannot be inferred,,2021-05-30
reaction_353,Article_31,Hyun Jung Grant,victims,Asian,Cannot be inferred,,2021-05-30
reaction_354,Article_31,Yong Ae Yue,victims,Asian,Cannot be inferred,,2021-05-30
reaction_355,Article_31,Daoyou Feng,victims,Asian,Cannot be inferred,,2021-05-30
reaction_356,Article_31,Delaina Yaun,victims,Asian,Cannot be inferred,,2021-05-30
reaction_357,Article_31,Paul Andre Michels,victims,Non-Asian,Cannot be inferred,,2021-05-30
reaction_358,Article_31,Kym Lee,other_individuals,Asian,Support Asian Americans,'These women deserved so much more. To be remembered with respect and dignity. I grieve them and how they were so unjustly portrayed.',2021-05-30
reaction_359,Article_31,my mom,other_individuals,Asian,Cannot be inferred,,2021-05-30
reaction_360,Article_31,Julia Shyu,other_individuals,Asian,Feeling hopeless or support AAPI being not enough,"'It made me really nervous when I found out the information because that just hits so close to home,' she said.",2021-05-30
reaction_361,Article_31,Thao Lee,other_individuals,Asian,Cannot be inferred,,2021-05-30
reaction_362,Article_31,Monica Lee,other_individuals,Asian,Cannot be inferred,,2021-05-30
reaction_363,Article_31,HJ Kim,other_individuals,Asian,Cannot be inferred,,2021-05-30
reaction_364,Article_31,Mariah Hatta,other_individuals,Asian,Cannot be inferred,,2021-05-30
reaction_365,Article_31,Lee,other_individuals,Asian,Cannot be inferred,,2021-05-30
reaction_366,Article_32,President Joe Biden,politicians,Non-Asian,Takes actions to stop AAPI hate,"Biden administration officials said they are working to address the problem, pointing to a section in the executive memo that instructed the Justice Department to expand its reporting, tracking and prosecutions of 'hate incidents.'",2021-02-23
reaction_367,Article_32,Merrick Garland,politicians,Non-Asian,Takes actions to stop AAPI hate,"'The role of the [Justice Department's] Civil Rights Division is to prosecute those cases vigorously, and I can ensure you that it will if I am confirmed.'",2021-02-23
reaction_368,Article_32,Rep. Judy Chu (D-Calif.),politicians,Asian,Advocacy/take actions for changes,"Rep. Judy Chu (D-Calif.), chair of the Asian Pacific American Caucus, said she is requesting a meeting with Justice Department leaders to discuss what she called a 'crisis point' for the Asian American community in dealing with 'an alarming surge of anti-Asian bigotry across the nation.'",2021-02-23
reaction_369,Article_32,Rep. Ted Lieu (D-Calif.),politicians,Asian,Support Asian Americans,Rep. Ted Lieu (D-Calif.) said he expects to gain bipartisan support for a letter to the Justice Department's new leadership team similar to the one he sent last year with 150 co-signers from both parties asking then-Attorney General William P. Barr to 'forcefully condemn anti-Asian bias.',2021-02-23
reaction_370,Article_32,Arjun Singh Sethi,professionals,Asian,Cannot be inferred,,2021-02-23
reaction_371,Article_32,Maya Berry,professionals,Non-Asian,Cannot be inferred,"'It's incredibly important for organizations to provide those kinds of narratives about the impact of hate, but at the end of the day it's anecdotal and cannot displace the onus on our government to provide accurate data,' said Maya Berry, executive director of the Arab American Institute, which helped draft early versions of the No Hate legislation.",2021-02-23
reaction_372,Article_32,John C. Yang,professionals,Asian,Cannot be inferred,,2021-02-23
reaction_373,Article_32,Vicha Ratanapakdee,victims,Asian,Cannot be inferred,,2021-02-23
reaction_374,Article_32,Antoine Watson,perpetrators,Non-Asian,Cannot be inferred,,2021-02-23
reaction_375,Article_32,the FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-02-23
reaction_376,Article_32,the Justice Department,government_bodies,Not applicable,Takes actions to stop AAPI hate,"Biden administration officials said they are working to address the problem, pointing to a section in the executive memo that instructed the Justice Department to expand its reporting, tracking and prosecutions of 'hate incidents.'",2021-02-23
reaction_377,Article_32,the U.S. Commission on Civil Rights,government_bodies,Not applicable,Takes actions to stop AAPI hate,"In 2019, the U.S. Commission on Civil Rights issued a report recommending Congress adopt legislation to provide funding for incentives and calling on local police to establish dedicated hate-crime units.",2021-02-23
reaction_378,Article_32,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-02-23
reaction_379,Article_32,Asian Americans Advancing Justice-AAJC,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-02-23
reaction_380,Article_33,Mark Takano,politicians,Asian,Cannot be inferred,,2021-02-26
reaction_381,Article_33,Donald Trump,politicians,Non-Asian,Cannot be inferred,,2021-02-26
reaction_382,Article_33,Russell Jeung,professionals,Asian,Cannot be inferred,,2021-02-26
reaction_383,Article_33,Brenda Stevenson,professionals,Non-Asian,Cannot be inferred,,2021-02-26
reaction_384,Article_33,Tzi Ma,celebrities,Asian,Cannot be inferred,,2021-02-26
reaction_385,Article_33,Vicha Ratanapakdee,victims,Asian,Support Asian Americans,"'Thai grandpa,' as he was known by community activists, became a rallying cry for celebrities and other Asian Americans who added his face to their social media profile pictures.",2021-02-26
reaction_386,Article_33,Noel Quintana,victims,Asian,Takes actions to stop AAPI hate,"Quintana reported the crime to police, and the suspect has been charged with assault.",2021-02-26
reaction_387,Article_33,Asian Elderly Woman,victims,Asian,Cannot be inferred,,2021-02-26
reaction_388,Article_33,Iona Cheng,victims,Asian,Cannot be inferred,,2021-02-26
reaction_389,Article_33,Asian Woman,victims,Asian,Cannot be inferred,,2021-02-26
reaction_390,Article_33,Eric Lawson,other_individuals,Non-Asian,Cannot be inferred,,2021-02-26
reaction_391,Article_33,Will Lex Ham,other_individuals,Asian,Support Asian Americans,"'People are fed up about not being heard, not being seen and waiting for help,' said Will Lex Ham, an activist who has participated in the San Francisco Chinatown street patrols and organized rallies in New York.",2021-02-26
reaction_392,Article_33,David Liu,other_individuals,Asian,Cannot be inferred,,2021-02-26
reaction_393,Article_33,Jason Gee,other_individuals,Asian,Cannot be inferred,,2021-02-26
reaction_394,Article_33,LeRonne Armstrong,other_individuals,Non-Asian,Cannot be inferred,,2021-02-26
reaction_395,Article_33,Chris Cheng,other_individuals,Asian,Cannot be inferred,,2021-02-26
reaction_396,Article_33,Kevin Chan,other_individuals,Asian,Cannot be inferred,,2021-02-26
reaction_397,Article_33,New York Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-02-26
reaction_398,Article_33,Oakland Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-02-26
reaction_399,Article_33,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"To fill in the data gap, some Asian American organizations are tracking these incidents on their own. Stop AAPI Hate was launched last March to collect information on suspected cases of racially motivated violence and harassment.",2021-02-26
reaction_400,Article_33,Arcadia Firearm and Safety,business_entities,Not applicable,Cannot be inferred,,2021-02-26
reaction_401,Article_33,Golden Gate Fortune Cookie,business_entities,Not applicable,Cannot be inferred,,2021-02-26
reaction_402,Article_34,Donald Trump,politicians,Non-Asian,Cannot be inferred,,2021-02-24
reaction_403,Article_34,Claire Jean Kim,professionals,Asian,Cannot be inferred,,2021-02-24
reaction_404,Article_34,Jennifer Lee,professionals,Asian,Cannot be inferred,,2021-02-24
reaction_405,Article_34,Unknown Perpetrators,perpetrators,Cannot be inferred,Cannot be inferred,,2021-02-24
reaction_406,Article_34,Vicha Ratanapakdee,victims,Asian,Cannot be inferred,,2021-02-24
reaction_407,Article_34,Noel Quintana,victims,Asian,Cannot be inferred,,2021-02-24
reaction_408,Article_34,my great-uncle,other_individuals,Asian,Cannot be inferred,,2021-02-24
reaction_409,Article_34,my great-aunt,other_individuals,Asian,Cannot be inferred,,2021-02-24
reaction_410,Article_34,my mother,other_individuals,Asian,Cannot be inferred,,2021-02-24
reaction_411,Article_34,my younger sister,other_individuals,Cannot be inferred,Cannot be inferred,,2021-02-24
reaction_412,Article_34,Black Lives Matter supporters,other_individuals,Cannot be inferred,Cannot be inferred,,2021-02-24
reaction_413,Article_34,Asian Americans,other_individuals,Asian,Calling for being united,I urge my fellow Asian Americans to reject these narratives.,2021-02-24
reaction_414,Article_34,Black community members,other_individuals,Cannot be inferred,Attending marches/rallies,"In Oakland, Calif., hundreds of Black and Asian community members recently rallied in solidarity.",2021-02-24
reaction_415,Article_34,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-02-24
reaction_416,Article_34,Dear Asians Initiative,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-02-24
reaction_417,Article_34,Subtle Asian Traits,community_groups,Not applicable,Cannot be inferred,"we urgently shared reports of violent incidents through native language apps, including WeChat and KakaoTalk, and Facebook groups such as Subtle Asian Traits. A Subtle Asian Traits post detailing the attacks prompted comments accusing Black Lives Matter supporters of indifference.",2021-02-24
reaction_418,Article_35,Michelle Wu,politicians,Asian,Cannot be inferred,,2020-04-14
reaction_419,Article_35,Joe Biden,politicians,Non-Asian,Cannot be inferred,,2020-04-14
reaction_420,Article_35,Jacqueline Church,professionals,Cannot be inferred,Cannot be inferred,,2020-04-14
reaction_421,Article_35,Chinatown restaurateurs,victims,Asian,Cannot be inferred,,2020-04-14
reaction_422,Article_35,Doris Huang,victims,Asian,Cannot be inferred,,2020-04-14
reaction_423,Article_35,Joe Wong,other_individuals,Asian,Cannot be inferred,,2020-04-14
reaction_424,Article_35,Chinatown Main Street,ngo_or_advocacy_groups,Not applicable,Fostering conversations about anti-Asian hate,"Chinatown Main Street organizers host virtual panels for restaurant owners and offer translated information on city, state, and federal assistance.",2020-04-14
reaction_425,Article_35,China King,business_entities,Not applicable,Cannot be inferred,,2020-04-14
reaction_426,Article_35,China Pearl,business_entities,Not applicable,Cannot be inferred,,2020-04-14
reaction_427,Article_36,Joel Stembridge,professionals,Cannot be inferred,Support Asian Americans,"Joel Stembridge, Newton South's principal, wrote to the school community Thursday morning, calling the episode “clearly racist, hateful, and horrible.” ""To be clear, an attack on members of our NSHS Asian-American community is an attack on all of us.""",2020-04-16
reaction_428,Article_36,Julie McDonough,professionals,Cannot be inferred,Support Asian Americans,Hate speech and racism have no place at South and won't be tolerated.,2020-04-16
reaction_429,Article_36,Unknown Hackers,perpetrators,Cannot be inferred,Cannot be inferred,,2020-04-16
reaction_430,Article_36,Asian-American Students,victims,Asian,Support Asian Americans,"To be clear, an attack on members of our NSHS Asian-American community is an attack on all of us.",2020-04-16
reaction_431,Article_36,Students' Families,other_individuals,Cannot be inferred,Cannot be inferred,"School officials notified students' families and local police, who were investigating.",2020-04-16
reaction_432,Article_36,Student Leaders,other_individuals,Cannot be inferred,Cannot be inferred,We are scheduling a meeting with student leaders and teachers to plan a response.,2020-04-16
reaction_433,Article_36,Teachers,other_individuals,Cannot be inferred,Cannot be inferred,We are scheduling a meeting with student leaders and teachers to plan a response.,2020-04-16
reaction_434,Article_36,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-16
reaction_435,Article_37,Mona SooHoo Wong,victims,Asian,Cannot be inferred,,2021-07-14
reaction_436,Article_37,Scott Chin,victims,Asian,Cannot be inferred,,2021-07-14
reaction_437,Article_37,John F. Carmichael Jr.,politicians,Cannot be inferred,Cannot be inferred,"Local leaders, including Newton Police Chief John F. Carmichael Jr. and Middlesex District Attorney Marian Ryan, will attend a community meeting Thursday at 8 p.m. to address residents' concerns.",2021-07-14
reaction_438,Article_37,Marian Ryan,politicians,Cannot be inferred,Cannot be inferred,Exact sentence(s) from relevant_sentences,2021-07-14
reaction_439,Article_37,Anping Shen,professionals,Asian,Takes actions to stop AAPI hate,"Shen said he hopes the city will mobilize resources to enhance the security of local homes, including those of Asian American residents.",2021-07-14
reaction_440,Article_37,Unknown Suspect,perpetrators,Cannot be inferred,Cannot be inferred,,2021-07-14
reaction_441,Article_37,Ruthanne Fuller,politicians,Cannot be inferred,Cannot be inferred,,2021-07-14
reaction_442,Article_37,Greater Boston Chinese Cultural Association,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-07-14
reaction_443,Article_37,Chinese American Association of Newton,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-07-14
reaction_444,Article_37,my friends,other_individuals,Cannot be inferred,Cannot be inferred,,2021-07-14
reaction_445,Article_37,Wong's relatives,other_individuals,Asian,Cannot be inferred,,2021-07-14
reaction_446,Article_38,President Joe Biden,politicians,Non-Asian,Cannot be inferred,,2020-09-29
reaction_447,Article_38,Malden Public Schools superintendent John Oteri,politicians,Cannot be inferred,Support Asian Americans,"In an interview with the Globe on Tuesday, Malden Public Schools superintendent John Oteri reiterated the district's commitment to anti-racism teaching and training.",2020-09-29
reaction_448,Article_38,"superintendent of Quincy Public Schools, Kevin Mulvey",politicians,Cannot be inferred,Cannot be inferred,,2020-09-29
reaction_449,Article_38,Boston Public Schools spokesman Jonathan Palumbo,professionals,Cannot be inferred,Cannot be inferred,Boston Public Schools spokesman Jonathan Palumbo said the district is reviewing the letter and working on a response to the students.,2020-09-29
reaction_450,Article_38,Ben Hires,professionals,Cannot be inferred,Support Asian Americans,"Young people are very much concerned about these issues and very much want to use their voice to make change, so this was a way for them to do that.",2020-09-29
reaction_451,Article_38,Seventeen-year-old Sarah Xu,victims,Asian,Feeling hopeless or support AAPI being not enough,"I was definitely afraid and anxious because this has never happened in my lifetime so far, Xu said in an interview Monday, regarding the troubling rise in anti-Asian bigotry.",2020-09-29
reaction_452,Article_38,17-year-old Xi Zheng,victims,Asian,Cannot be inferred,,2020-09-29
reaction_453,Article_38,Letter writer Mandy Sun,victims,Asian,Cannot be inferred,,2020-09-29
reaction_454,Article_38,a coalition of Asian-American students and their supporters,community_groups,Asian,Support Asian Americans,"In an open letter to school leaders in Boston, Quincy, and Malden, a coalition of Asian-American students and their supporters is urging educators to take action now to ensure their safety as a new school year begins.",2020-09-29
reaction_455,Article_38,"more than 60 online signatures from students, teachers, parents, and community members",community_groups,Cannot be inferred,Cannot be inferred,"The open letter, posted Sept. 21, has garnered more than 60 online signatures from students, teachers, parents, and community members in and around Boston.",2020-09-29
reaction_456,Article_38,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-09-29
reaction_457,Article_38,Anti-Defamation League,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"Civil rights groups, such as the Anti-Defamation League, have accused President Trump and public officials of exacerbating anti-Asian sentiment by referring to COVID-19 as 'the Chinese virus' or 'kung flu.'",2020-09-29
reaction_458,Article_38,Boston Chinatown Neighborhood Center,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,Exact sentence(s) from relevant_sentences,2020-09-29
reaction_459,Article_38,a white student at a nearby suburban high school,perpetrators,Non-Asian,Cannot be inferred,,2020-09-29
reaction_460,Article_39,Georgia Governor Brian Kemp,politicians,Non-Asian,Cannot be inferred,,2021-03-17
reaction_461,Article_39,Georgia Senator Raphael Warnock,politicians,Non-Asian,Cannot be inferred,,2021-03-17
reaction_462,Article_39,President Biden,politicians,Non-Asian,Support Asian Americans,"President Biden acknowledged the violence committed against Asian Americans less than a week ago, saying, It's wrong. It's un-American. And it must stop.",2021-03-17
reaction_463,Article_39,Imani Perry,professionals,Non-Asian,Fostering conversations about anti-Asian hate,I deeply hope that we can understand the current horror of racist violence directed at Asian Americans as a product of a shameful history that must be addressed directly.,2021-03-17
reaction_464,Article_39,Alton Wang,professionals,Asian,Cannot be inferred,,2021-03-17
reaction_465,Article_39,Unknown Suspect,perpetrators,Non-Asian,Cannot be inferred,,2021-03-17
reaction_466,Article_39,Asian Women,victims,Asian,Cannot be inferred,,2021-03-17
reaction_467,Article_39,Activist Timothy Phan,other_individuals,Asian,Cannot be inferred,,2021-03-17
reaction_468,Article_39,Nguyá»n Anh ThÆ°,other_individuals,Asian,Cannot be inferred,,2021-03-17
reaction_469,Article_39,Claire Tran,other_individuals,Asian,Cannot be inferred,,2021-03-17
reaction_470,Article_39,NYPD,law_enforcement_agencies,Not applicable,Increasing patrols,"In New York Tuesday night, NYPD Assistant Chief Martine Materasso said the department deployed Critical Response Command units to Asian communities.",2021-03-17
reaction_471,Article_39,Asian Americans Advancing Justice,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-17
reaction_472,Article_39,OCA–Asian Pacific American Advocates,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-17
reaction_473,Article_40,Michelle Wu,politicians,Asian,Support Asian Americans,"Boston City Councilor Michelle Wu issued a statement decrying the shootings. I join our Asian American community in mourning, and solidarity, following the senseless shootings in the Atlanta area last night. It's heartbreaking & appalling to see the anti-Asian harassment, violence, and now mass murder that has accelerated over the past year. In her statement, Wu, an at-large city councilor who is a candidate to succeed Mayor Martin J. Walsh, said the incident was “part of a long history of racism in American that we must all fight to end.",2021-03-17
reaction_474,Article_40,Martin J. Walsh,politicians,Non-Asian,Cannot be inferred,,2021-03-17
reaction_475,Article_40,Ed Flynn,politicians,Non-Asian,Takes actions to stop AAPI hate,Boston City Councilor Ed Flynn said he filed a hearing order for March 30 at 1 p.m. to talk about how the city can investigate and prevent incidents of hate crimes and discrimination.,2021-03-17
reaction_476,Article_40,Andrea Campbell,politicians,Cannot be inferred,Support Asian Americans,"In a posting on Twitter, Councilor Andrea Campbell, also a mayoral candidate, added her voice to concern about attacks on the Asian community.",2021-03-17
reaction_477,Article_40,Steven S. Kim,professionals,Asian,Cannot be inferred,,2021-03-17
reaction_478,Article_40,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,,2021-03-17
reaction_479,Article_40,Asian Women,victims,Asian,Cannot be inferred,,2021-03-17
reaction_480,Article_40,Asian American Elders and Women,victims,Asian,Cannot be inferred,,2021-03-17
reaction_481,Article_40,Vinh Bui,other_individuals,Asian,Cannot be inferred,,2021-03-17
reaction_482,Article_40,Raymond Kelly Richardson,law_enforcement_agencies,Not applicable,Support Asian Americans,"Lowell Police Superintendent Raymond Kelly Richardson said in the statement, “Members of the Asian Community in Lowell can rest assured that the Lowell Police Department stands with them and is taking proactive measures to deter such incidents in Lowell.",2021-03-17
reaction_483,Article_40,Atlanta Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-03-17
reaction_484,Article_40,Lowell Police Department,law_enforcement_agencies,Not applicable,Support Asian Americans,The Lowell Police Department issued a statement denouncing 'the recent incidents of violence against members of the Asian community in other areas of the country',2021-03-17
reaction_485,Article_40,Massachusetts House of Representatives,government_bodies,Not applicable,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation.",2021-03-17
reaction_486,Article_40,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-17
reaction_487,Article_40,Asian and Pacific Islanders Civic Action Network,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-17
reaction_488,Article_42,President Biden,politicians,Non-Asian,Support Asian Americans,"In a speech March 11, President Biden urged the nation to put an end to this division, saying that Asian Americans are being “attacked, harassed, blamed, and scapegoated,” adding, “It's wrong, it's un-American and it must stop.”",2021-03-17
reaction_489,Article_42,Manjusha Kulkarni,professionals,Asian,Cannot be inferred,,2021-03-17
reaction_490,Article_42,Cathy Park Hong,professionals,Asian,Cannot be inferred,,2021-03-17
reaction_491,Article_42,Steven Yeun,celebrities,Asian,Cannot be inferred,,2021-03-17
reaction_492,Article_42,Noel Quintana,victims,Asian,Cannot be inferred,,2021-03-17
reaction_493,Article_42,Asian Elderly Woman,victims,Asian,Cannot be inferred,,2021-03-17
reaction_494,Article_42,my Chinese friend,victims,Asian,Cannot be inferred,,2021-03-17
reaction_495,Article_42,my best friend,victims,Asian,Cannot be inferred,,2021-03-17
reaction_496,Article_42,my mother,victims,Asian,Cannot be inferred,,2021-03-17
reaction_497,Article_42,my grandmother,victims,Asian,Cannot be inferred,,2021-03-17
reaction_498,Article_42,my friend,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-17
reaction_499,Article_42,my other Asian friend,other_individuals,Asian,Cannot be inferred,,2021-03-17
reaction_500,Article_42,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"“The reported shootings of Asian American women on Tuesday in Atlanta is an unspeakable tragedy — for the families of the victims first and foremost, but also for the AAPI community — which has been reeling from high levels of racial discrimination,” Stop AAPI Hate wrote on Twitter.",2021-03-17
reaction_501,Article_43,Donald Trump,politicians,Non-Asian,Cannot be inferred,,2021-03-22
reaction_502,Article_43,Ben Hires,professionals,Asian,Cannot be inferred,,2021-03-22
reaction_503,Article_43,Thao Ho,professionals,Asian,Cannot be inferred,,2021-03-22
reaction_504,Article_43,Karen Chen,professionals,Asian,Cannot be inferred,,2021-03-22
reaction_505,Article_43,Asian Women,victims,Asian,Cannot be inferred,,2021-03-22
reaction_506,Article_43,Nail Salon Worker,victims,Asian,Cannot be inferred,,2021-03-22
reaction_507,Article_43,Vuong,other_individuals,Asian,Feeling hopeless or support AAPI being not enough,"Vuong added that running a new business is stressful enough, and the threat of harassment and violence makes it 'overwhelming.'",2021-03-22
reaction_508,Article_43,Unnamed Business Owner,other_individuals,Asian,Cannot be inferred,,2021-03-22
reaction_509,Article_43,Customer,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-22
reaction_510,Article_43,Employee,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-22
reaction_511,Article_43,General Public,other_individuals,Cannot be inferred,Support Asian Americans,"Some owners are calling for a commitment from civic leaders and the general public to acknowledge and denounce the rise in anti-Asian incidents, rather than trying to increase security measures around their businesses.",2021-03-22
reaction_512,Article_43,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-22
reaction_513,Article_43,Boston Chinatown Neighborhood Center,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-22
reaction_514,Article_43,Boston's Chinese Progressive Association,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-22
reaction_515,Article_44,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,Donald Trump used his power as president to paint the virus as China's fault. He empowered folk to act on their hate.,2021-03-04
reaction_516,Article_44,Mayoral candidate Michelle Wu,politicians,Asian,Fostering conversations about anti-Asian hate,"Since then, she has been in conversation with people all over the country about not just anti-Asian discrimination, but racism.",2021-03-04
reaction_517,Article_44,CBS News correspondent Weijia Jiang,professionals,Asian,Cannot be inferred,,2021-03-04
reaction_518,Article_44,Carolyn Su,professionals,Asian,Cannot be inferred,,2021-03-04
reaction_519,Article_44,Michael Tom,victims,Asian,Cannot be inferred,,2021-03-04
reaction_520,Article_44,Kibbee Miller,victims,Asian,Calling for being united,We have to come together.,2021-03-04
reaction_521,Article_44,my mom,other_individuals,Asian,Cannot be inferred,,2021-03-04
reaction_522,Article_44,my brother,other_individuals,Asian,Cannot be inferred,,2021-03-04
reaction_523,Article_44,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-04
reaction_524,Article_44,Asian American Civic Association,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-04
reaction_525,Article_44,China Pearl,business_entities,Not applicable,Support Asian Americans,"In February 2020, as Chinatown was being crushed by xenophobia, Wu co-hosted a dim sum brunch at China Pearl to combat the stigma.",2021-03-04
reaction_526,Article_45,Danielle Kim,victims,Asian,Cannot be inferred,,2021-03-18
reaction_527,Article_45,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,,2021-03-18
reaction_528,Article_45,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-18
reaction_529,Article_45,Ellen Wu,professionals,Asian,Cannot be inferred,,2021-03-18
reaction_530,Article_45,Lisette Le,professionals,Asian,Cannot be inferred,,2021-03-18
reaction_531,Article_45,Michelle Wu,politicians,Asian,Cannot be inferred,,2021-03-18
reaction_532,Article_45,William Frey,professionals,Non-Asian,Cannot be inferred,,2021-03-18
reaction_533,Article_45,Delaina Ashley Yaun,victims,Cannot be inferred,Cannot be inferred,,2021-03-18
reaction_534,Article_45,Paul Andre Michels,victims,Cannot be inferred,Cannot be inferred,,2021-03-18
reaction_535,Article_45,Xiaojie Tan,victims,Asian,Cannot be inferred,,2021-03-18
reaction_536,Article_45,Daoyou Feng,victims,Asian,Cannot be inferred,,2021-03-18
reaction_537,Article_45,Vicha Ratanapakdee,victims,Asian,Cannot be inferred,,2021-03-18
reaction_538,Article_45,Unnamed 83-year-old Korean woman,victims,Asian,Cannot be inferred,,2021-03-18
reaction_539,Article_45,Unnamed Southeast Asian woman,victims,Asian,Cannot be inferred,,2021-03-18
reaction_540,Article_45,middle-aged white woman,other_individuals,Non-Asian,Cannot be inferred,,2021-03-18
reaction_541,Article_45,the operator,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-18
reaction_542,Article_45,the woman,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-18
reaction_543,Article_46,Michelle Au,politicians,Asian,Cannot be inferred,,2021-03-17
reaction_544,Article_46,Donald Trump,politicians,Non-Asian,Cannot be inferred,,2021-03-17
reaction_545,Article_46,Unknown Shooter,perpetrators,Non-Asian,Cannot be inferred,,2021-03-17
reaction_546,Article_46,Asian Women,victims,Asian,Cannot be inferred,,2021-03-17
reaction_547,Article_46,Sheriff Frank Reynolds,other_individuals,Non-Asian,Cannot be inferred,,2021-03-17
reaction_548,Article_47,President Biden,politicians,Non-Asian,Support Asian Americans,"Last week, President Biden condemned the hate against Asian Americans as he addressed the nation on the one-year anniversary of the pandemic.",2021-03-17
reaction_549,Article_47,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,Exact sentence(s) from relevant_sentences,2021-03-17
reaction_550,Article_47,Delaina Ashley Yaun,victims,Asian,Cannot be inferred,,2021-03-17
reaction_551,Article_47,Xiaojie Yan,victims,Asian,Cannot be inferred,,2021-03-17
reaction_552,Article_47,Captain Jay Baker,other_individuals,Cannot be inferred,Cannot be inferred,,2021-03-17
reaction_553,Article_47,the FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-03-17
reaction_554,Article_47,Cherokee County Sheriff's Office,law_enforcement_agencies,Not applicable,Cannot be inferred,,2021-03-17
reaction_555,Article_47,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-17
reaction_556,Article_48,Haihong Li,victims,Asian,Support Asian Americans,Li told the story to runners and supporters near the starting line of the historic Boston Marathon in Hopkinton for a rally and run to denounce the violence and discrimination against Asian people that has been surging since the coronavirus pandemic began.,2021-03-27
reaction_557,Article_48,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,,2021-03-27
reaction_558,Article_48,Anping Shen,other_individuals,Asian,Cannot be inferred,,2021-03-27
reaction_559,Article_48,Pamela Feng,celebrities,Asian,Cannot be inferred,Exact sentence(s) from relevant_sentences,2021-03-27
reaction_560,Article_48,Xiaofan Zhang,other_individuals,Asian,Cannot be inferred,,2021-03-27
reaction_561,Article_48,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-27
